rank,precision,recall
1,0.9194630872483222,0.0072951263980225054
2,0.9194630872483222,0.014590252796045011
3,0.9217002237136466,0.02209511073769171
4,0.9228187919463087,0.030508805368376378
5,0.923489932885906,0.038922499999061104
6,0.9228187919463087,0.046856808244319176
7,0.9223394055608822,0.054791116489577255
8,0.9219798657718121,0.06272542473483522
9,0.9217002237136465,0.0700205511328578
10,0.921476510067114,0.0773156775308803
11,0.9212934716290422,0.08461080392890284
12,0.9211409395973155,0.09190593032692536
13,0.9210118740320082,0.09920105672494783
14,0.9209012464046021,0.10649618312297043
15,0.9199105145413872,0.1125628819083372
16,0.9186241610738255,0.11841984915007948
17,0.9170943545203313,0.1237974300063956
18,0.9157345264727814,0.1291750108627114
19,0.9145178382197102,0.13455259171902742
20,0.9134228187919461,0.1399301725753432
21,0.9124320869287311,0.1453077534316591
22,0.9115314215985355,0.150685334287975
23,0.9107090749927047,0.15606291514429102
24,0.9099552572706938,0.1614404960006068
25,0.9092617449664431,0.16681807685692293
26,0.9086215797625193,0.17219565771323855
27,0.9080288342033307,0.17757323856955434
28,0.9074784276126558,0.18295081942587052
29,0.9069659800971995,0.1883284002821864
30,0.9064876957494407,0.19370598113850246
31,0.9060402684563754,0.1990835619948181
32,0.9054110738255033,0.2042514113075096
33,0.9044132601179584,0.20899979753295372
34,0.903474141334386,0.21374818375839685
35,0.9025886864813037,0.21849656998384004
36,0.9017524235645039,0.22324495620928353
37,0.9009613640486126,0.22799334243472708
38,0.9002119392440835,0.23274172866017062
39,0.8995009464808125,0.23749011488561386
40,0.8988255033557048,0.24223850111105721
41,0.8981830086757244,0.24698688733650095
42,0.897571108980505,0.25173527356194403
43,0.8969876697362261,0.25648365978738763
44,0.8964307504575959,0.2612320460128309
45,0.8958985831469052,0.2659804322382741
46,0.895389553545375,0.27072881846371794
47,0.8949021847779522,0.27547720468916137
48,0.8944351230425053,0.2802255909146046
49,0.8941240925900558,0.28518370868367204
50,0.8938255033557045,0.29014182645274017
51,0.8935386235030924,0.2950999442218073
52,0.8932627774909654,0.30005806199087476
53,0.892997340762315,0.3050161797599427
54,0.8927417350236141,0.3099742975290097
55,0.8924954240390484,0.3149324152980775
56,0.8922579098753596,0.3198905330671454
57,0.8919109855174849,0.3247513840333731
