rank,precision,recall
1,0.9309352517985612,0.005857962951892869
2,0.9305755395683454,0.011701537414577105
3,0.9304556354916067,0.017529594879095077
4,0.9303956834532374,0.02335765234361323
5,0.9303597122302159,0.02918570980813113
6,0.9303357314148681,0.03501376727264918
7,0.9303186022610482,0.040841824737167284
8,0.9303057553956835,0.0466698822016855
9,0.9301358912869705,0.05231808355109576
10,0.9299999999999998,0.05796628490050545
11,0.9298888162197514,0.06361448624991602
12,0.9296762589928059,0.0691318831519745
13,0.9294964028776976,0.0746492800540335
14,0.9292394655704008,0.08005599626987221
15,0.928872901678657,0.08530855010133254
16,0.9284622302158273,0.09046518067140258
17,0.9280998730427424,0.09562181124147234
18,0.9277777777777776,0.10077844181154201
19,0.927375993941689,0.10581516830487221
20,0.9268345323741013,0.11068444980682768
21,0.9263788968824945,0.11555670413713304
22,0.9259646827992146,0.12042895846743758
23,0.9254300907100411,0.12513770723855316
24,0.9249400479616309,0.12984645600966774
25,0.9244892086330937,0.13455520478078403
26,0.9240730492529051,0.1392639535518989
27,0.9235811350919266,0.14386202163679465
28,0.9230986639260009,0.1484571168933407
29,0.9226494666335894,0.1530522121498873
30,0.9222541966426857,0.1576712882217809
31,0.9217683917382218,0.1621704602169375
32,0.9212904676258993,0.1666456513967451
33,0.9208415086112931,0.17112084257655247
34,0.9203766398645797,0.17555243227391065
35,0.9199383350462494,0.179984021971267
36,0.9195243804956036,0.1844156116686256
37,0.9191328018666146,0.18884720136598124
38,0.9186293070806516,0.19314268373298676
39,0.9181516325401221,0.1974381660999923
40,0.9176798561151076,0.2017241823556757
41,0.9172486401123009,0.20601317143970907
42,0.9167009249743058,0.21016178501926863
43,0.9161786849590097,0.21431039859882597
44,0.9156801831262265,0.21845901217838584
45,0.9152198241406873,0.2226454902032275
46,0.9146700031279316,0.22668347799770183
47,0.9141435787540182,0.230721465792174
48,0.9136390887290168,0.23475945358664427
49,0.9131551901336074,0.2387974413811181
50,0.9126906474820147,0.24283542917559023
51,0.9121314712935533,0.24675830905639334
52,0.9115938018815712,0.25068118893719504
53,0.9110764218813615,0.2546040688179985
54,0.9105782041033844,0.2585269486988024
55,0.9100981033355137,0.26244982857960497
56,0.9096351490236378,0.2663727084604078
57,0.9090243594598018,0.27012857909146865
58,0.9084346316050612,0.2738844497225283
59,0.9078648945250597,0.2776403203535887
60,0.9073141486810549,0.281396190984648
61,0.9067814600778408,0.28515206161570866
62,0.9062659549779538,0.28890793224676997
63,0.9055955235811353,0.2924897485728859
64,0.9049572841726619,0.29607714183280465
65,0.9043386828998335,0.2996645350927241
66,0.9037388271201211,0.30325192835264153
67,0.9031568774830876,0.30683932161256017
68,0.9025920440118496,0.3104267148724802
69,0.9020435825252863,0.3140141081323979
70,0.9013566289825274,0.31745647907025315
71,0.900689026243793,0.3208988500081092
72,0.9000399680255783,0.32434122094596574
73,0.8994086922242998,0.32778359188381817
74,0.8987944779311684,0.3312259628216734
75,0.8981966426858515,0.3346683337595309
76,0.8976145399469897,0.33811070469738436
77,0.8969167523124362,0.34145325001775334
78,0.8962368566685125,0.34479579533812177
79,0.8955741735725355,0.34813834065849236
80,0.8949280575539587,0.3514808859788583
81,0.8942978950173229,0.35482343129922767
82,0.8936831022986488,0.3581659766195972
83,0.8930917916269406,0.3615245091501989
84,0.8925145597807477,0.36488304168079994
85,0.8919509098603484,0.3682415742113984
86,0.8912748870670905,0.37145777353902754
87,0.8906309435210426,0.37468031783999156
88,0.8899934597776314,0.3778943983237758
89,0.8893703015116023,0.3811084788075553
90,0.888760991207033,0.38432255929133513
91,0.8881729781010365,0.38756062059046686
92,0.8875899280575534,0.390750720258903
93,0.887019416724686,0.39394081992733554
94,0.8864610439308142,0.3971309195957713
95,0.8857402499053368,0.4001449898749508
96,0.8850269784172673,0.40313725941290296
97,0.8843284135578143,0.40612952895085835
98,0.8836441051240658,0.4091217984888143
99,0.882973621103117,0.41211406802676614
100,0.8823165467625886,0.41510633756472226
101,0.881672483795138,0.4180986071026769
102,0.881041049513331,0.42109087664063266
103,0.8804218760913594,0.4240831461785877
104,0.8798146098505794,0.4270754157165382
105,0.8792189105858154,0.43006768525449257
106,0.8784647753495318,0.43288866325424946
107,0.8777247360989713,0.4357096412540069
108,0.8769984012789773,0.43853061925376396
109,0.8762787934789801,0.4413356100432868
110,0.875572269457162,0.44414060083281315
111,0.8748784755979024,0.4469455916223375
112,0.8741970709146967,0.4497505824118619
113,0.8735340930795186,0.45256503931270997
114,0.8728827464344345,0.45537949621355456
115,0.8722427275570827,0.4581939531143994
116,0.8716261473579775,0.4610606629497411
117,0.8708479370349818,0.46375371860497877
118,0.8700829167174771,0.46644677426021464
119,0.8693247083005895,0.46911584910010634
120,0.8685791366906495,0.4717849239399915
121,0.8678458885783913,0.47445399877987987
122,0.8671246609269903,0.4771230736197704
123,0.8664151605544805,0.4797921484596568
124,0.8657171037363639,0.4824612232995487
125,0.8650302158273396,0.48513029813943603
126,0.8643599406189318,0.48780234580767395
127,0.8637002209256223,0.4904743934759127
128,0.863050809352518,0.49314644114414863
129,0.8624114661758974,0.495818488812386
130,0.8616325401217519,0.49833580976366176
131,0.8608600142786544,0.500815266269643
132,0.8600991933725785,0.5032947227756335
133,0.8593444041759116,0.505771206453268
134,0.8586008804896391,0.5082476901309056
135,0.8578683719690924,0.5107241738085465
136,0.8571466356326725,0.5132006574861829
137,0.8564354355931277,0.5156771411638208
138,0.8557345428005444,0.5181536248414578
139,0.8550437347963402,0.5206301085190917
140,0.8543627954779073,0.523106592196731
141,0.8536915148732082,0.5255830758743698
142,0.8530296889249209,0.5280595595520088
143,0.8523771192836018,0.5305360432296435
144,0.851558752997609,0.5328364439973873
145,0.8507516745224499,0.535136844765126
146,0.8499556519168239,0.5374372455328678
147,0.8491704595507283,0.5397376463006117
148,0.8483910169161992,0.5420285809570325
149,0.8476268649509976,0.5443289817247726
150,0.8468681055155871,0.5466199163811954
151,0.8461146314736332,0.5489063263554694
152,0.8453710715638018,0.5511927363297515
153,0.8446372313913574,0.5534791463040342
154,0.8439129216107585,0.5557655562783094
155,0.8431979577628201,0.5580519662525889
156,0.842496771813321,0.5603429009090087
157,0.8418045181689076,0.5626338355654288
158,0.8411210272288497,0.5649247702218516
159,0.8404506583412498,0.5672456808974559
160,0.8396178057553947,0.5693946536516972
161,0.8387952991643931,0.5715436264059414
162,0.8379829469757458,0.5736925991601854
163,0.8371805622986279,0.5758415719144293
164,0.8363923495350069,0.5779924996264476
165,0.8356049705690008,0.5801245141671174
166,0.8348270780965589,0.582256528707782
167,0.8340585017016344,0.5843885432484464
168,0.8332990750256886,0.5865205577891149
169,0.8325486356476958,0.588652572329778
170,0.8318070249682561,0.5907845868704469
171,0.8310740880979386,0.5929166014111167
172,0.830349673749376,0.5950486159517803
173,0.8296336341331596,0.597180630492452
174,0.828925824857358,0.5993126450331152
175,0.8282302158273334,0.6014541256851069
176,0.8275425114453938,0.6035956063370972
177,0.826862577734423,0.6057370869890814
178,0.826028615309995,0.6077426317238034
179,0.8251999517704269,0.6097337879693131
180,0.8243804956035166,0.611724944214822
181,0.8235661194800986,0.6136861244411552
182,0.8227606925448665,0.61564730466748
183,0.8219640680897979,0.6176084848938048
184,0.8211761025961872,0.6195696651201371
185,0.8203966556484499,0.6215308453464615
186,0.819629457724141,0.6234970565130707
187,0.8188704651252244,0.6254632676796804
188,0.8181195469156572,0.6274294788462923
189,0.8173803814091622,0.6293969746994373
190,0.8166489965921965,0.6313644705525818
191,0.8159252702549993,0.63333196640573
192,0.8152090827338131,0.6352994622588717
193,0.8144965892570915,0.6372613811782177
194,0.8137914410739424,0.6392233000975677
195,0.8130935251798506,0.6411852190169066
196,0.8124027308765203,0.6431471379362563
197,0.8115801774823777,0.6449998650080331
198,0.8107659327083756,0.6468525920798142
199,0.8099562561006516,0.6486753431324116
200,0.8091546762589921,0.6504980941850058
201,0.8083610723361588,0.6523208452375996
202,0.8075753258779129,0.6541435962901965
203,0.8067973207640698,0.6559663473427891
204,0.8060269431513628,0.6577890983953929
205,0.8052640814177948,0.6596118494479856
206,0.8045086261088152,0.6614346005005847
207,0.8037604698849576,0.663257351553177
208,0.8030195074709471,0.6650801026057719
209,0.8022856356063521,0.6669028536583678
210,0.8015553271668343,0.6687161385996409
211,0.800831941082206,0.6705294235409179
212,0.8001153793946001,0.672342708482191
213,0.7994055459857434,0.674155993423461
214,0.7987023465339836,0.6759692783647427
215,0.7980056884724731,0.6777825633060107
216,0.79731881161737,0.6796337126925767
217,0.7966382654245223,0.6814848620791342
218,0.7959639627747336,0.6833360114656915
219,0.7951184258072983,0.6849743904601667
220,0.7942805755395669,0.6866127694546407
221,0.7934503076272026,0.6882511484491081
222,0.7926275196059342,0.6898895274435819
223,0.7918121108494393,0.6915155897607812
224,0.7910039825282671,0.693141652077988
225,0.7902030375699375,0.694767714395187
226,0.7894091806201043,0.6963937767123913
227,0.7886223180046266,0.6980198390295901
228,0.7878423576927838,0.6996459013467927
229,0.787069209261416,0.7012719636639947
230,0.7863027838598725,0.7028980259811956
231,0.785542994176091,0.7045240882983947
232,0.7847897544033731,0.7061501506156002
233,0.7840429802081023,0.7077762129327969
234,0.7833025886982735,0.7094022752500049
235,0.7825684983927742,0.7110283375672062
236,0.7818375807828282,0.7126514270560558
237,0.7811128312539858,0.7142745165449116
238,0.7803941720573172,0.7158976060337663
239,0.7796815267451277,0.7175206955226144
240,0.7789778177458033,0.7191467578398192
241,0.778279948655182,0.7207728201570177
242,0.7775878470777109,0.7223988824742207
243,0.7767297273292474,0.7238525207471838
244,0.775878641349215,0.7253061590201576
245,0.7750345030098357,0.7267597972931181
246,0.7741972275837877,0.7282134355660852
247,0.7733638190662059,0.7296641010107039
248,0.772537131585057,0.7311147664553187
249,0.7717170841639909,0.7325654318999377
250,0.7709035971222973,0.7340160973445506
251,0.7700965920490717,0.7354667627891677
252,0.7692959917780156,0.736917428233787
253,0.7685017203628381,0.7383680936784013
254,0.7677137030533058,0.7398187591230245
255,0.766931866271688,0.7412694245676386
256,0.7661561375899281,0.7427200900122561
257,0.7653864457072469,0.7441707554568725
258,0.7646255088952109,0.7456228483309757
259,0.7638704480431109,0.7470749412050737
260,0.7631211953514049,0.7485270340791792
261,0.7623776840596508,0.7499791269532815
262,0.7616398484266045,0.7514312198273805
263,0.760907623710918,0.7529048249034862
264,0.7601809461521694,0.7543784299795959
265,0.7594597529523589,0.7558520350556991
266,0.7587439822578005,0.7573256401318023
267,0.7580335731414845,0.7587992452079089
268,0.7573284655857414,0.7602728502840128
269,0.7566286004653577,0.7617464553601203
270,0.7557740474287269,0.7631388478097861
271,0.7549231463537676,0.7644513042082892
272,0.7540785019043549,0.7657637606068006
273,0.7532374100719403,0.7670725464723414
274,0.7524050832326862,0.7683840067782655
275,0.7515788096795295,0.7696954670841799
276,0.7507559170055282,0.7710039545617531
277,0.7499389657948686,0.7723124420393239
278,0.7491278919310562,0.7736209295168907
279,0.7483226322168103,0.774929416994461
280,0.7475231243576606,0.7762379044720301
